t1_name,t1_rank,t1_form_wins,t1_form_losses,t1_h2h_wins,t2_name,t2_rank,t2_form_wins,t2_form_losses,t2_h2h_wins,h2h_ot,t1_score,t2_score,outcome
BIG Academy,0,5,2,1,NAVI Junior,130,4,3,0,0,13,16,0
Young Ninjas,57,13,10,2,VP.Prodigy,153,1,7,0,0,11,16,0
INTZ,134,4,6,1,Bravos,74,11,5,4,0,0,2,0
DETONA,138,3,4,0,Black Dragons,178,2,2,0,0,2,1,1
Bad News Bears,59,2,2,5,Party Astronauts,44,12,1,2,1,2,0,1
Party Astronauts,44,11,1,13,RBG,62,4,3,3,0,2,0,1
Bad News Bears,59,1,2,0,Triumph,61,5,5,0,0,2,0,1
KG Network,140,2,2,0,GKC,244,2,2,0,0,2,0,1
KYDAHTORA,0,0,0,0,AVADA KEDAVRA,0,0,0,0,0,3,0,1
BIG Academy,0,5,1,0,Young Ninjas,57,12,10,0,0,8,16,0
Bravado,170,2,1,4,DNMK,250,0,1,1,0,2,0,1
FURIA Academy,132,4,6,0,NAVI Junior,130,3,3,0,0,3,16,0
Finest,94,3,1,0,Dolej Miodu,0,1,0,0,0,2,0,1
VP.Prodigy,153,1,6,0,mouz NXT,54,7,4,0,0,14,16,0
fnatic Rising,0,4,2,0,Astralis Talent,0,2,4,0,0,16,12,1
Dolej Miodu,0,0,0,0,KHAN,77,2,3,0,0,2,0,1
ex-Pompa,92,0,0,0,Finest,94,2,1,0,0,0,2,0
Malvinas,194,1,2,0,ex-Durany,210,0,1,0,0,1,2,0
Patins da Ferrari,0,1,2,0,KG Network,140,1,2,0,0,1,2,0
Keyd,188,1,2,0,DETONA,138,2,4,0,0,1,2,0
SWS,181,2,3,0,Black Dragons,178,2,1,0,0,16,7,1
Triumph,61,4,5,0,SalutLA,0,0,0,0,0,16,9,1
Furious,171,3,5,0,Meta,164,3,5,0,0,13,16,0
Bad News Bears,59,0,2,0,Triton,111,5,1,0,0,19,17,1
RBG,62,3,3,2,Recon 5,89,4,3,0,0,16,5,1
Party Astronauts,44,10,1,3,Third Impact,127,0,4,0,0,16,9,1
Sharks,69,3,4,3,Bravos,74,11,4,1,1,16,14,1
INTZ,134,3,6,0,Santos,137,4,2,0,0,2,0,1
GKC,244,2,1,0,Havan Liberty,101,2,1,0,0,8,16,0
Astralis Talent,0,2,3,0,mouz NXT,54,6,4,0,0,16,19,0
BIG Academy,0,4,1,0,VP.Prodigy,153,1,5,0,0,16,11,1
Young Ninjas,57,11,10,0,FURIA Academy,132,4,5,0,0,16,6,1
NAVI Junior,130,2,3,0,fnatic Rising,0,4,1,0,0,16,9,1
ex-Durany,210,0,0,0,Furious,171,2,5,0,0,0,2,0
Boca Juniors,162,2,1,1,River Plate,142,4,1,2,1,17,19,0
Supremacy,0,1,0,0,ADAGIO,0,1,0,0,0,2,0,1
INTZ,134,2,6,0,Meta,0,3,4,0,0,2,1,1
Leviatan,159,2,1,0,Isurus,158,2,1,0,0,19,16,1
River Plate,142,3,1,0,Stone,148,1,0,0,0,2,1,1
Keyd,188,0,2,0,Furious,171,2,4,0,0,2,0,1
STMN,0,0,1,0,SevenIZI,0,0,1,0,0,2,0,1
New Pampas,213,1,2,0,Nocturns,184,1,2,0,0,2,1,1
Sharks,69,3,3,4,Paquetá,71,7,1,4,0,12,16,0
MIBR,60,4,5,10,Havan Liberty,101,2,0,2,1,16,7,1
DETONA,138,2,3,3,SWS,181,1,3,1,1,5,16,0
Bravos,74,10,4,0,Santos,137,4,1,0,0,16,7,1
Patins da Ferrari,0,1,1,0,GKC,244,1,1,0,0,14,16,0
Black Dragons,178,1,1,0,KG Network,140,1,1,2,0,16,13,1
VP.Prodigy,153,1,4,0,Astralis Talent,0,1,3,0,0,5,16,0
fnatic Rising,0,3,1,0,Young Ninjas,57,11,9,0,0,16,12,1
mouz NXT,54,5,4,0,NAVI Junior,130,2,2,0,0,16,9,1
FURIA Academy,132,4,4,0,BIG Academy,0,3,1,0,0,14,16,0
Mad Kings,0,0,0,0,Skullcracker,0,0,0,0,0,2,1,1
Bravos,74,10,3,0,Havan Liberty,101,1,0,3,0,5,16,0
Infinity,198,0,1,0,Loto,0,0,0,0,0,2,0,1
Furious,171,2,3,0,KG Network,140,0,1,0,0,14,16,0
Paquetá,71,6,1,0,SWS,181,1,2,0,0,16,11,1
GKC,244,0,1,0,INTZ,134,2,5,0,0,16,10,1
Sharks,69,2,3,0,Black Dragons,178,1,0,0,0,16,9,1
Patins da Ferrari,0,0,1,0,Meta,164,3,3,0,0,16,8,1
MIBR,60,3,5,0,DETONA,138,2,2,0,0,16,11,1
Keyd,188,0,1,0,Santos,137,3,1,0,0,6,16,0
FURIA Academy,132,4,3,0,VP.Prodigy,153,0,4,0,0,14,16,0
Young Ninjas,57,11,8,0,mouz NXT,54,4,4,2,0,11,16,0
BIG Academy,0,3,0,0,fnatic Rising,0,2,1,0,0,6,16,0
NAVI Junior,130,2,1,2,Astralis Talent,0,0,3,0,0,8,16,0
ADAGIO,0,0,0,0,SevenIZI,0,0,0,0,0,2,0,1
Supremacy,0,0,0,0,STMN,0,0,0,0,0,2,1,1
Santos,137,3,0,0,DETONA,138,1,2,0,0,6,16,0
Bravos,74,9,3,0,Furious,171,2,2,0,0,16,12,1
Meta,164,3,2,0,Black Dragons,178,0,0,0,0,12,16,0
Paquetá,71,5,1,1,GKC,244,0,0,0,0,16,5,1
INTZ,134,2,4,0,SWS,181,0,2,1,0,14,16,0
Sharks,69,1,3,0,Patins da Ferrari,0,0,0,0,0,16,6,1
Havan Liberty,101,0,0,4,KG Network,140,0,0,2,2,16,12,1
MIBR,60,2,5,0,Keyd,188,0,0,0,0,16,3,1
fnatic Rising,0,1,1,0,FURIA Academy,132,4,2,0,0,16,5,1
VP.Prodigy,153,0,3,0,NAVI Junior,130,1,1,0,0,1,16,0
Astralis Talent,0,0,2,0,Young Ninjas,57,10,8,0,0,3,16,0
mouz NXT,54,4,3,0,BIG Academy,0,2,0,0,0,13,16,0
Rooster,80,1,0,1,Chiefs,120,1,0,2,2,1,2,0
Dire Wolves,85,1,0,14,Paradox,99,1,0,8,3,2,0,1
Young Ninjas,57,10,7,7,NAVI Junior,130,0,1,0,0,11,16,0
BIG Academy,0,1,0,0,Astralis Talent,0,0,1,0,0,16,11,1
fnatic Rising,0,0,1,0,VP.Prodigy,153,0,2,0,0,19,17,1
FURIA Academy,132,3,2,0,mouz NXT,54,4,2,0,0,16,12,1
ex-Bizarre,160,0,1,2,Warriors,163,0,1,0,0,2,0,1
Animal Squad,155,1,1,0,FURY,189,1,1,0,0,0,2,0
X13,102,3,4,0,Coldest Riders,150,2,4,0,0,1,2,0
Paquetá,71,4,1,10,Bravos,74,9,2,10,6,2,0,1
mouz NXT,54,3,2,0,fnatic Rising,0,0,0,0,0,22,18,1
100PG,52,3,5,0,Spirit Academy,78,2,1,0,0,1,2,0
Astralis Talent,0,0,0,0,FURIA Academy,132,2,2,0,0,10,16,0
NAVI Junior,130,0,0,0,BIG Academy,0,0,0,0,0,6,16,0
bankaPEPSI,88,7,7,0,Spirit Academy,63,1,1,0,0,1,2,0
VP.Prodigy,153,0,1,0,Young Ninjas,51,9,7,1,0,14,16,0
100PG,45,2,5,0,Peace Ducks,0,0,0,0,0,2,0,1
Party Astronauts,49,9,1,11,RBG,66,3,2,2,0,2,1,1
INTZ,136,2,3,1,Bravos,78,8,2,2,0,0,2,0
Bravado,0,2,0,0,ATK,0,0,0,0,0,0,2,0
G2,3,4,0,8,Natus Vincere,2,9,2,16,2,0,3,0
Anlaki,0,2,0,2,4glory,170,2,1,0,0,1,2,0
PACT,83,8,7,1,bankaPEPSI,88,6,7,3,0,0,2,0
Finest,0,2,0,0,Infinite,179,2,0,0,0,1,2,0
4glory,170,1,1,0,Monarchy,0,1,1,0,0,2,0,1
Anlaki,0,1,0,0,Monarchy,0,1,0,0,0,2,0,1
Bravos,78,8,1,9,Paquetá,77,3,1,8,5,1,2,0
Triumph,67,4,4,2,RBG,66,2,2,2,0,1,2,0
Coscu Army,199,1,3,0,Wygers AR,245,0,2,0,0,2,0,1
Party Astronauts,49,8,1,2,Recon 5,91,4,2,0,0,2,0,1
Malvinas,176,1,1,0,Furious,141,1,2,0,0,10,16,0
DETONA,147,1,1,2,INTZ,136,1,3,0,0,1,2,0
Recon 5,91,3,2,2,Third Impact,109,0,3,0,0,2,1,1
Boca Juniors,174,1,1,2,New Pampas,207,1,1,1,1,16,4,1
RBG,66,1,2,0,Secret Club,0,0,0,0,0,2,1,1
Triumph,67,3,4,0,Brazen,221,0,0,0,0,2,1,1
Durany,178,1,2,0,Meta,163,2,2,0,0,14,16,0
Party Astronauts,49,7,1,0,Heretic's Day Care,0,0,0,0,0,2,0,1
Natus Vincere,2,8,2,12,FaZe,17,6,1,6,1,2,0,1
Entropiq Prague,106,2,0,0,bankaPEPSI,88,5,7,1,0,0,2,0
G2,3,3,0,10,Astralis,10,3,1,19,5,2,1,1
EC Brugge,156,1,0,0,PACT,83,7,7,0,0,1,2,0
4glory,170,0,1,1,Good Game,128,1,3,2,0,2,1,1
Boys without Pyjamas,0,1,0,0,Infinite,179,1,0,0,0,0,2,0
Good Game,128,1,2,0,Monarchy,0,0,0,0,0,1,2,0
Spirit Academy,63,1,0,0,Finest,0,1,0,0,0,1,2,0
4glory,170,0,0,0,Anlaki,0,0,0,0,0,0,2,0
Nocturns,244,0,2,0,Aorus Vision,250,0,2,0,0,2,1,1
Australs,248,0,1,0,Meta,163,1,2,0,0,0,2,0
Santos,138,2,0,0,Isurus,157,2,0,0,0,16,14,1
9z,62,1,0,0,Coscu Army,199,1,2,0,0,2,0,1
Rehl,189,0,1,0,INTZ,136,0,3,0,0,1,2,0
Gambit,1,6,2,0,FaZe,17,5,1,0,0,1,2,0
River Plate,139,3,0,0,Bravos,78,7,1,0,0,14,16,0
Leviatan,181,1,1,0,9z Academy,177,1,1,0,0,16,9,1
Endpoint,31,7,1,0,Spirit,13,7,5,1,0,1,2,0
bankaPEPSI,88,4,7,0,Project Eversio,214,0,0,0,0,2,0,1
Virtus.pro,9,4,3,3,Astralis,10,2,1,7,1,1,2,0
forZe,18,9,2,13,Spirit,13,6,5,19,6,1,2,0
Entropiq Prague,106,1,0,0,MANS NOT HOT,0,0,0,0,0,2,0,1
Sinners,28,4,0,4,Endpoint,31,6,1,2,0,1,2,0
PACT,83,6,7,0,DOGS,0,0,0,0,0,2,0,1
Wings Up,148,2,0,2,NKT,167,2,0,0,0,0,2,0
EC Brugge,156,0,0,0,LINKDOWN,185,1,1,0,0,2,0,1
DETONA,147,1,1,2,FURIA Academy,132,2,2,1,1,1,0,1
Bravos,78,6,1,4,DETONA,147,1,0,1,0,2,0,1
Paquetá,77,2,1,0,Rehl,189,0,0,0,0,2,0,1
DETONA,147,0,0,0,INTZ,136,0,2,0,0,2,0,1
Rehl,189,0,0,0,FURIA Academy,132,2,2,0,0,1,0,1
Bravado,0,1,0,0,Sinister5,0,1,0,0,0,2,1,1
GamerLegion,52,5,1,0,forZe,18,8,2,7,0,0,2,0
No Org,101,0,3,0,Infinite,179,0,0,0,0,1,2,0
Spirit,13,5,5,2,Fiend,27,4,4,1,1,2,0,1
MAD Lions,72,8,1,0,forZe,18,7,2,2,1,0,2,0
Endpoint,31,5,1,1,HAVU,35,3,4,6,0,2,0,1
IN.GAME,85,0,0,0,Boys without Pyjamas,0,0,0,0,0,0,2,0
GamerLegion,52,4,1,2,PACT,83,6,6,5,2,2,0,1
TPT,192,0,0,0,Finest,0,0,0,0,0,0,2,0
forZe,18,6,2,3,SKADE,25,13,5,2,1,2,0,1
Renewal,74,4,0,7,NKT,167,1,0,4,2,1,2,0
Spirit Academy,63,0,0,0,AURA,0,0,0,0,0,2,1,1
Dynasty,182,0,2,0,domilk,0,0,1,0,0,0,1,0
Sinners,28,3,0,0,Copenhagen Flames,30,6,5,0,0,2,0,1
Wings Up,148,1,0,0,Camel Riders,0,1,0,0,0,2,0,1
Villainous,158,3,3,2,Coldest Riders,144,2,3,0,1,2,1,1
Mythic,99,1,2,0,X13,105,3,3,0,0,2,0,1
ENCE,23,3,2,4,HAVU,35,2,4,4,2,1,2,0
Sprout,37,2,3,7,Anonymo,50,2,1,3,3,2,1,1
forZe,18,5,2,4,Young Ninjas,51,9,6,0,0,2,0,1
DBL PONEY,33,8,7,2,Apeks,71,1,1,0,0,2,0,1
Copenhagen Flames,30,6,4,1,GamerLegion,52,3,1,2,0,0,2,0
SKADE,25,12,5,4,Entropiq,16,8,6,7,2,2,1,1
MAD Lions,72,7,1,0,Izako Boars,75,5,2,2,0,2,0,1
mouz NXT,56,3,1,0,Copenhagen Flames,30,5,4,0,0,1,2,0
Dynasty,182,0,1,0,Animal Squad,169,0,1,3,0,0,2,0
Chiefs,126,0,0,0,Warriors,162,0,0,0,0,2,0,1
domilk,0,0,0,0,Lese,0,0,0,0,0,0,2,0
PACT,83,5,6,3,Wisla Krakow,44,3,2,7,2,2,1,1
After,0,0,0,0,NKT,167,0,0,0,0,0,2,0
ex-Bizarre,151,0,0,0,Rooster,90,0,0,1,0,1,2,0
Fiend,27,3,4,3,Young Ninjas,51,9,5,1,0,2,0,1
Renewal,74,3,0,5,Checkmate,93,2,2,4,1,2,1,1
X13,105,2,3,0,CENSRD,107,1,2,0,0,2,1,1
Triton,124,4,1,0,Mythic,99,1,1,0,0,2,1,1
Big Chillin,135,1,0,0,Villainous,158,3,2,0,0,2,1,1
CRONEM,149,1,1,0,Coldest Riders,144,2,3,0,0,0,1,0
White Rabbit,0,0,0,0,Sinister5,0,0,0,0,0,0,2,0
DBL PONEY,33,8,6,0,SAW,38,3,3,2,0,0,2,0
SKADE,25,11,5,3,Sprout,37,2,2,3,0,2,0,1
Izako Boars,75,4,2,0,KHAN,82,2,2,0,0,2,1,1
Apeks,71,0,1,0,Enterprise,108,3,3,0,0,2,0,1
Anonymo,50,1,1,0,bankaPEPSI,88,4,6,0,0,2,0,1
MIBR,60,2,4,0,Fiend,27,2,4,0,0,0,2,0
SAW,38,2,3,2,bankaPEPSI,88,4,5,2,0,2,0,1
Camel Riders,0,0,0,1,Invictus,187,0,0,4,0,2,0,1
Wings Up,148,0,0,2,Lynn Vision,133,0,2,1,0,2,1,1
ex-Marlian,61,2,3,0,Wisla Krakow,44,2,2,0,0,0,2,0
HAVU,35,2,3,6,Entropiq,16,7,6,10,2,1,2,0
Alke,173,1,0,0,Dynasty,182,0,0,0,0,2,0,1
PACT,83,4,6,1,EC Kyiv,87,3,4,2,0,2,0,1
Paradox,95,0,0,0,FURY,184,1,0,0,0,2,0,1
Young Ninjas,51,8,5,1,Copenhagen Flames,30,5,3,2,0,2,0,1
Dire Wolves,79,0,0,5,Animal Squad,169,0,0,0,0,2,0,1
domilk,0,0,0,0,eetswa,0,0,0,0,0,0,1,0
Mythic,99,0,1,0,Coldest Riders,144,2,2,0,0,2,1,1
CENSRD,107,1,1,0,Villainous,158,2,2,0,0,0,2,0
Big Chillin,135,0,0,0,X13,105,2,2,0,0,2,0,1
CRONEM,149,1,0,0,Triton,124,3,1,0,0,0,1,0
PACT,83,4,5,0,bankaPEPSI,88,3,5,1,0,1,2,0
Sprout,37,1,2,0,Enterprise,108,3,2,0,0,2,1,1
Anonymo,50,1,0,5,DBL PONEY,33,7,6,2,1,1,2,0
Izako Boars,75,4,1,0,GamerLegion,52,2,1,0,0,0,2,0
Bravado,0,0,0,2,DNMK,0,0,0,1,0,2,0,1
Apeks,71,0,0,1,SKADE,25,10,5,3,2,0,2,0
bankaPEPSI,74,3,4,0,ex-Marlian,58,1,3,0,0,0,2,0
KHAN,110,2,1,0,MAD Lions,82,6,1,0,0,0,1,0
Triton,120,3,0,0,Verum,211,5,0,0,0,2,3,0
CRONEM,204,0,0,0,QcClan,203,0,0,0,0,2,0,1
CNCS,0,0,1,0,Recon 5,102,2,2,0,0,0,2,0
Party Astronauts,55,6,1,8,Triumph,71,3,3,10,1,2,0,1
Natus Vincere,2,7,2,14,Astralis,8,2,0,10,1,2,1,1
FaZe,36,4,1,0,Heroic,4,2,1,0,0,2,1,1
Triumph,71,2,3,0,Recon 5,102,2,1,2,1,2,0,1
PACT,87,4,4,0,Young Ninjas,54,7,5,0,0,0,2,0
Akuma,23,4,2,1,DBL PONEY,27,7,5,2,0,3,2,1
Party Astronauts,55,5,1,0,CNCS,0,0,0,0,0,2,0,1
Gambit,1,6,1,8,G2,3,2,0,1,0,1,2,0
KOVA,78,1,3,0,Wisla Krakow,43,1,2,0,0,1,2,0
BIG,10,4,2,11,Virtus.pro,6,3,3,4,2,0,2,0
ENCE,20,2,2,0,Entropiq,16,7,5,2,0,2,0,1
EC Kyiv,92,2,4,0,Sharks,62,1,2,0,0,2,1,1
Movistar Riders,66,4,1,5,OFFSET,90,4,2,0,0,2,0,1
FURIA,11,4,2,2,Heroic,4,1,1,3,1,0,2,0
FaZe,36,3,1,8,Vitality,9,3,1,5,1,2,0,1
mouz NXT,64,2,1,0,Young Ninjas,54,7,4,0,0,2,0,1
HAVU,35,2,2,0,SKADE,24,9,5,2,1,0,2,0
Furious,131,1,1,0,Stone,0,0,0,0,0,0,2,0
X13,97,2,1,0,Verum,211,4,0,0,0,0,2,0
Durany,184,1,1,2,River Plate,159,2,0,1,0,1,2,0
Boca Juniors,170,1,0,0,Isurus,161,1,0,0,0,12,16,0
Coscu Army,177,1,1,0,New Pampas,244,0,1,0,0,13,16,0
Meta,153,1,1,0,River Plate,159,1,0,0,0,12,16,0
Astralis,8,1,0,7,Heroic,4,1,0,9,3,2,0,1
Illuminar,0,1,0,0,Izako Boars,95,3,1,0,0,1,2,0
Young Ninjas,54,6,4,10,KOVA,78,1,2,5,2,2,1,1
DBL PONEY,27,6,5,0,Enterprise,126,3,1,0,0,2,0,1
NIP,5,3,1,3,Virtus.pro,6,2,3,8,0,0,2,0
Vitality,9,3,0,15,Natus Vincere,2,6,2,11,3,1,2,0
Iberian Family,65,3,0,1,OFFSET,90,3,2,2,2,1,2,0
MIBR,53,1,4,1,Lyngby Vikings,39,1,2,2,0,2,1,1
Sharks,62,0,2,0,Ambush,107,0,4,0,0,2,0,1
Liquid,15,1,1,2,BIG,10,3,2,0,0,0,2,0
PACT,87,4,3,0,Izako Boars,95,2,1,0,0,0,2,0
SAW,34,2,2,12,Movistar Riders,66,3,1,15,2,0,2,0
bankaPEPSI,74,3,3,0,KHAN,110,1,1,0,0,0,2,0
FaZe,36,2,1,0,Spirit,14,5,4,2,0,2,1,1
FURIA,11,3,2,0,Renegades,50,3,2,0,0,2,0,1
AGO,26,2,3,0,Copenhagen Flames,31,4,3,0,0,0,2,0
Illuminar,0,0,0,0,M1 EDEN,0,0,0,0,0,2,0,1
No Org,94,0,2,0,EC Kyiv,92,1,4,0,0,1,2,0
DBL PONEY,27,6,4,0,Fiend,22,1,4,0,0,0,2,0
Villainous,137,2,1,0,Verum,211,3,0,0,0,1,2,0
X13,97,2,0,0,Triton,120,2,0,0,0,1,2,0
9z Academy,247,0,1,0,Aorus Vision,257,0,1,0,0,16,7,1
Bravos,80,5,1,0,Leviatan,119,1,0,0,0,16,1,1
Complexity,12,5,2,2,Virtus.pro,6,1,3,1,0,1,2,0
Malvinas,245,0,1,0,Wygers AR,232,0,1,0,0,16,6,1
Furious,131,1,0,0,Santos,128,1,0,0,0,13,16,0
Nocturns,240,0,1,0,Durany,184,0,1,0,0,8,16,0
eXploit,130,2,2,8,OFFSET,90,2,2,4,1,19,22,0
G2,3,1,0,12,BIG,10,3,1,12,1,2,1,1
Liquid,15,0,1,0,mousesports,7,2,2,2,0,2,1,1
Enterprise,126,3,0,0,Akuma,23,3,2,0,0,0,2,0
Copenhagen Flames,31,3,3,0,Izako Boars,95,2,0,0,0,2,0,1
GTZ Bulls,237,0,2,0,OFFSET,90,1,2,0,0,9,16,0
SAW,34,1,2,2,eXploit,130,2,1,0,0,16,7,1
NIP,5,3,0,0,Gambit,1,5,1,2,0,1,2,0
OFFSET,90,1,1,4,eXploit,130,1,1,7,1,11,16,0
Wisla Krakow,43,1,1,0,MAD Lions,82,5,1,0,0,0,2,0
DBL PONEY,27,5,4,1,SKADE,24,9,4,5,0,2,1,1
SAW,34,0,2,0,GTZ Bulls,237,0,1,0,0,16,9,1
Heroic,4,0,0,4,Spirit,14,5,3,4,1,2,1,1
GamerLegion,47,2,0,0,forZe,17,4,2,5,0,0,2,0
Movistar Riders,66,2,1,1,FTW,121,2,1,0,0,16,10,1
Astralis,8,0,0,24,FaZe,36,2,0,11,5,2,0,1
FTW,121,1,1,0,N2E,191,1,1,0,0,16,7,1
PACT,87,3,3,0,ex-Marlian,58,1,2,0,0,2,1,1
Movistar Riders,66,2,0,0,Iberian Family,65,2,0,0,0,8,16,0
Iberian Family,65,1,0,0,N2E,191,1,0,0,0,16,5,1
Movistar Riders,66,1,0,0,FTW,121,1,0,0,0,16,7,1
Upswing,0,1,1,0,Verum,211,2,0,0,0,1,2,0
Villainous,137,1,1,0,Coldest Riders,236,2,1,0,0,2,0,1
Party Astronauts,55,4,1,3,Triumph,71,2,2,3,0,2,1,1
Natus Vincere,2,5,2,0,Renegades,50,3,1,0,0,2,1,1
Sinners,28,2,0,0,ENCE,20,2,1,0,0,2,1,1
FURIA,11,3,1,4,Vitality,9,2,0,0,1,0,2,0
Ambush,107,0,3,0,Young Ninjas,54,5,4,0,0,0,2,0
MAD Lions,82,5,0,0,Izako Boars,95,1,0,0,0,0,2,0
Virtus.pro,6,1,2,4,BIG,10,2,1,9,2,0,2,0
G2,3,0,0,2,Complexity,12,5,1,5,1,2,0,1
Endpoint,29,4,1,9,SKADE,24,9,3,4,0,2,0,1
Wisla Krakow,43,1,0,5,forZe,17,3,2,5,2,1,2,0
Gambit,1,4,1,4,mousesports,7,2,1,1,0,2,1,1
Liquid,15,0,0,0,NIP,5,2,0,0,0,1,2,0
mouz NXT,64,1,1,0,Lyngby Vikings,39,1,1,0,0,2,0,1
FURY,255,0,0,0,8Ballers,0,0,0,0,0,2,1,1
Young Ninjas,54,4,4,0,MIBR,53,1,3,0,0,2,0,1
KOVA,78,0,2,0,EC Kyiv,92,1,3,0,0,2,0,1
Coldest Riders,236,1,1,0,Kinship,0,1,1,0,0,2,0,1
X13,97,1,0,0,Villainous,137,1,0,0,0,2,0,1
Verum,211,1,0,0,Pryde,206,1,1,0,0,2,0,1
Upswing,0,1,0,0,Triton,120,1,0,0,0,0,2,0
Triumph,71,1,2,0,CENSRD,127,1,0,0,0,2,0,1
Party Astronauts,55,3,1,0,Recon 5,102,2,0,0,0,2,0,1
PACT,87,3,2,2,DBL PONEY,27,4,4,1,0,1,2,0
Spirit,14,4,3,7,Sprout,41,1,1,3,1,2,1,1
mousesports,7,1,1,0,Evil Geniuses,21,1,1,0,0,2,0,1
bankaPEPSI,74,3,2,10,SKADE,24,8,3,4,2,1,2,0
KHAN,110,0,1,0,Sharks,62,0,1,0,0,2,0,1
HAVU,35,1,2,0,Fiend,22,1,3,0,0,2,0,1
Renegades,50,2,1,0,OG,13,1,1,2,0,2,0,1
Tricked,105,2,2,0,AaB,0,2,0,0,0,0,2,0
DBL PONEY,27,4,3,2,Entropiq,16,6,5,4,0,1,2,0
Copenhagen Flames,31,2,3,0,ex-Marlian,58,1,1,0,0,2,0,1
LDLC,42,1,1,0,Complexity,12,4,1,0,0,0,2,0
Sprout,41,0,1,0,TeamOne,51,0,4,0,0,2,1,1
GamerLegion,47,1,0,4,bankaPEPSI,74,3,1,2,0,2,0,1
100PG,44,2,4,0,Copenhagen Flames,31,1,3,2,0,1,2,0
Evil Geniuses,21,0,1,0,ViCi,148,0,1,0,0,2,0,1
PACT,87,2,2,0,No Org,94,0,1,0,0,2,1,1
AGO,26,1,3,0,TeamOne,51,0,3,0,0,2,1,1
Pryde,206,0,1,0,Infinity,0,0,0,0,0,2,1,1
Kinship,0,0,1,0,Valkyrie,0,0,0,0,0,2,1,1
UYU,202,0,1,0,Verum,211,0,0,0,0,0,2,0
Triumph,71,0,2,0,Rectify,0,0,0,0,0,2,1,1
Recon 5,102,1,0,0,Third Impact,85,0,2,0,0,2,0,1
GGPR,84,0,0,0,CENSRD,127,0,0,0,0,0,2,0
Party Astronauts,55,2,1,0,Revel,0,0,0,0,0,2,0,1
BIG,10,1,1,13,OG,13,1,0,12,2,2,0,1
MIBR,53,1,2,0,Renegades,50,1,1,0,0,0,2,0
Quantum Bellator Fire,0,0,0,0,AaB,0,1,0,0,0,1,2,0
Izako Boars,95,0,0,0,KOVA,78,0,1,0,0,2,1,1
FaZe,36,1,0,1,Complexity,12,4,0,4,1,2,0,1
Spirit,14,4,2,4,Vitality,9,1,0,4,1,1,2,0
bankaPEPSI,74,3,0,6,Akuma,23,2,2,0,1,0,2,0
NIP,5,1,0,6,mousesports,7,1,0,6,1,2,0,1
LDLC,42,0,1,0,Bad News Bears,57,0,1,0,0,2,0,1
GamerLegion,47,0,0,2,Ambush,107,0,2,0,0,2,0,1
CEPTER,0,0,0,0,Tricked,105,1,2,0,0,1,2,0
Evil Geniuses,21,0,0,3,FaZe,36,0,0,4,1,12,16,0
OG,13,0,0,0,TeamOne,51,0,2,0,0,16,6,1
Complexity,12,3,0,0,ViCi,148,0,0,0,0,16,10,1
Young Ninjas,54,4,3,0,forZe,17,2,2,2,0,0,2,0
Renegades,50,1,0,0,Vitality,9,0,0,0,0,6,16,0
Sprout,41,0,0,12,BIG,10,0,1,8,7,8,16,0
Wisla Krakow,43,0,0,5,PACT,87,2,1,2,1,2,1,1
Spirit,14,3,2,0,MIBR,53,1,1,0,0,22,18,1
Bad News Bears,57,0,0,0,mousesports,7,0,0,0,0,7,16,0
NIP,5,0,0,0,LDLC,42,0,0,0,0,16,6,1
100PG,44,2,3,2,Entropiq,16,5,5,9,0,0,2,0
Coldest Riders,236,0,1,0,HeadShotKings,186,0,0,0,0,2,0,1
EC Kyiv,92,1,2,1,bankaPEPSI,74,2,0,2,1,1,2,0
Endpoint,29,3,1,0,MIBR,53,1,0,0,0,2,1,1
PACT,87,2,0,0,Enterprise,126,2,0,0,0,0,2,0
SKADE,24,7,3,4,1WIN,37,4,3,1,1,2,0,1
AaB,0,0,0,0,MASONIC,141,0,0,0,0,2,0,1
Sharks,62,0,0,0,MAD Lions,81,4,0,0,0,1,2,0
SAW,29,0,1,12,Movistar Riders,59,0,0,13,2,0,2,0
Singularity,0,0,0,0,Tricked,92,0,2,0,0,0,2,0
mouz NXT,64,1,0,0,SKADE,36,6,3,0,0,0,2,0
DBL PONEY,25,3,3,0,FATE,146,2,1,0,0,2,0,1
No Org,96,0,0,0,ex-Marlian,53,0,1,2,1,1,2,0
ENCE,21,1,1,0,Lyngby Vikings,40,1,0,0,0,2,0,1
KHAN,102,0,0,0,Copenhagen Flames,28,0,3,0,0,0,2,0
Sinners,26,1,0,0,Fiend,23,1,2,1,0,2,0,1
Gambit,1,4,0,16,Natus Vincere,2,4,2,15,4,2,3,0
SKADE,36,6,2,0,FURIA,13,2,1,0,0,1,2,0
Nexus,134,1,0,0,OneTap,0,2,0,0,0,3,2,1
EC Kyiv,100,1,1,0,FATE,146,1,1,2,0,1,2,0
Levadia,0,0,0,0,Heavy,0,0,0,0,0,2,0,1
Young Ninjas,57,3,3,0,TeamOne,45,0,1,0,0,2,0,1
Budapest Five,70,2,2,0,LINKDOWN,0,1,0,0,0,3,0,1
FURIA,13,1,1,1,Endpoint,32,3,0,0,0,2,1,1
eXploit,152,0,1,0,ZEROZONE,0,0,0,0,0,2,0,1
Entropiq Prague,119,0,0,0,ex-Marlian,53,0,0,0,0,2,0,1
Spirit,15,3,1,3,Natus Vincere,2,3,2,6,1,1,2,0
